short_name,position,overall,wage_eur,age,height_cm,weight_kg,club_name,nationality_name
Claudio Silbeiro,Offense,67,6000.0,25,182,75,Cuiabá,Brazil
Juanpe,Defense,69,6000.0,30,190,80,Girona FC,Spain
J. Montaño,Defense,61,500.0,22,180,72,Barcelona Sporting Club,Ecuador
T. Kehrer,Defense,76,49000.0,24,186,76,Paris Saint-Germain,Germany
A. Omobamidele,Defense,67,6000.0,19,188,79,Norwich City,Republic of Ireland
Han Kook Young,Defense,68,4000.0,31,183,76,Gangwon FC,Korea Republic
M. Mannhardt,Defense,53,500.0,18,183,67,TSV 1860 München,Germany
T. Martens,Offense,57,850.0,18,181,77,F.C. Hansa Rostock,Germany
Jubal,Defense,71,5000.0,27,190,80,AJ Auxerre,Brazil
Tony Abranjes,Defense,80,32000.0,33,179,80,Internacional,Brazil
I. Jakobs,Defense,71,21000.0,21,184,75,AS Monaco,Germany
André Milazisco,GoalKeeper,72,18000.0,25,188,85,São Paulo,Brazil
J. Hamilton,Offense,53,1000.0,21,184,80,Livingston FC,Scotland
Jordi Alba,Defense,86,200000.0,32,170,68,FC Barcelona,Spain
K. De Bruyne,Midfield,91,350000.0,30,181,70,Manchester City,Belgium
Nacho Fernández,Defense,81,140000.0,31,180,76,Real Madrid CF,Spain
Arnau Tenas,GoalKeeper,67,16000.0,20,185,85,FC Barcelona,Spain
C. González,Offense,74,42000.0,28,183,80,Tigres U.A.N.L.,Paraguay
S. Farhan,Defense,65,4000.0,24,170,70,Al Raed,Saudi Arabia
B. Finne,Midfield,66,2000.0,26,173,70,SK Brann,Norway
W. Isidor,Offense,66,11000.0,20,186,74,AS Monaco,France
R. Murawski,Defense,68,5000.0,27,173,68,Lech Poznań,Poland
M. Delgado,Midfield,68,3000.0,26,175,67,Toronto FC,United States
Pau Torres,Defense,82,35000.0,24,191,80,Villarreal CF,Spain
C. Lobos,Defense,65,2000.0,24,173,70,CD Huachipato,Chile
J. Northcott,Offense,54,800.0,19,160,60,St. Johnstone FC,Scotland
D. Borkowski,Offense,65,10000.0,19,184,74,1. FC Nürnberg,Germany
K. Simmonds,Midfield,56,3000.0,20,180,68,Birmingham City,England
A. Farrell,Defense,69,4000.0,29,180,75,New England Revolution,United States
Mikel Iribas,Defense,69,4000.0,33,184,78,CF Fuenlabrada,Spain
P. Pogba,Midfield,87,220000.0,28,191,84,Manchester United,France
N. Petersen,Offense,75,28000.0,32,188,82,Sport-Club Freiburg,Germany
C. Neguț,Midfield,66,3000.0,25,176,72,AFC Chindia Târgoviște,Romania
A. Radu,Defense,64,1000.0,25,177,72,FC Dinamo 1948 Bucureşti,Romania
N. Rojas,Defense,61,500.0,19,175,67,Club River Plate Asunción,Paraguay
Marlon Barninho,GoalKeeper,62,2000.0,33,193,88,Cuiabá,Brazil
K. Álvarez,Defense,68,6000.0,22,176,66,Pachuca,Mexico
Iborra,Defense,79,34000.0,33,190,80,Villarreal CF,Spain
M. Timlin,Midfield,55,500.0,26,175,64,Finn Harps,Republic of Ireland
L. Bonelli,GoalKeeper,59,500.0,18,191,76,FC Nantes,France
J. Stobbs,Defense,58,2000.0,24,180,85,Oldham Athletic,England
M. Jansen,Defense,62,650.0,28,176,75,FSV Zwickau,Germany
R. Hackett-Fairchild,Midfield,61,2000.0,23,191,74,Portsmouth,England
S. Mara,Offense,67,4000.0,18,183,80,FC Girondins de Bordeaux,France
E. Salcedo,Offense,70,27000.0,19,178,74,Spezia,Italy
H. Saghiri,Defense,64,900.0,24,180,70,SV Waldhof Mannheim 07,Germany
M. Meilinger,Midfield,65,4000.0,29,181,77,SC Rheindorf Altach,Austria
M. Retegui,Offense,69,7000.0,22,186,86,Club Atlético Talleres,Argentina
Pablo Valencia,GoalKeeper,62,2000.0,20,188,74,CA Osasuna,Spain
E. Ponce,Offense,74,41000.0,24,180,80,Spartak Moskva,Argentina
J. Butland,GoalKeeper,73,31000.0,28,196,95,Crystal Palace,England
F. Uduokhai,Defense,77,21000.0,23,193,89,FC Augsburg,Germany
H. Keïta,Midfield,64,7000.0,19,182,72,Olympique Lyonnais,Mali
E. Díaz,Defense,73,11000.0,25,175,74,Club Atlético Talleres,Argentina
M. Wędrychowski,Midfield,57,900.0,19,171,69,Górnik Łęczna,Poland
S. van den Berg,Defense,68,15000.0,19,194,78,Preston North End,Netherlands
J. Cascante,Defense,67,3000.0,27,188,77,Austin FC,Costa Rica
F. Honda,Midfield,62,750.0,20,170,64,Sagan Tosu,Japan
L. Ralte,Midfield,55,500.0,28,163,65,NorthEast United FC,India
A. Anani,Offense,68,4000.0,26,179,68,Grenoble Foot 38,Côte d'Ivoire
G. Ludwigson,Offense,68,3000.0,27,182,75,Hammarby IF,Sweden
M. Pennington,Defense,66,3000.0,26,185,77,Shrewsbury Town,England
S. El-Faouzi,Midfield,58,950.0,18,178,68,SC Paderborn 07,Germany
S. Chakla,Defense,68,6000.0,27,186,77,Oud-Heverlee Leuven,Morocco
V. Wanyama,Defense,75,8000.0,30,188,79,Club de Foot Montréal,Kenya
R. Arias,Defense,57,500.0,21,170,72,Guayaquil City FC,Ecuador
M. Costly,Defense,66,1000.0,25,183,76,SV Waldhof Mannheim 07,Germany
V. Kulach,Offense,66,500.0,28,178,74,Dynamo Kyiv,Ukraine
Chen Kerui,Defense,55,3000.0,25,183,73,Tianjin Jinmen Tiger FC,China PR
T. Kofler,Defense,59,1000.0,22,177,70,TSV Egger Glas Hartberg,Austria
M. Al Hassawi,GoalKeeper,58,2000.0,32,186,79,Al Faisaly,Saudi Arabia
L. Twamley,Offense,53,900.0,18,178,65,Newport County,Wales
N. Haugland,Offense,55,750.0,19,182,70,Molde FK,Norway
R. Schabbing,GoalKeeper,55,500.0,19,195,87,MSV Duisburg,Germany
K. Bua,Midfield,71,16000.0,27,180,77,FC Sion,Switzerland
A. Niane,Offense,67,3000.0,28,182,70,FC Sochaux-Montbéliard,Mali
O. Panuco,Midfield,61,1000.0,19,178,64,Fútbol Club Juárez,Mexico
L. Malicsek,Defense,63,2000.0,22,182,71,FC Flyeralarm Admira,Austria
H. Sjögrell,Midfield,54,650.0,20,179,70,IK Sirius,Sweden
A. Cook,Offense,65,6000.0,30,185,80,Bradford City,England
G. Peralta,Offense,57,500.0,20,179,74,Club Olimpia,Paraguay
A. Engin,Midfield,64,3000.0,24,180,75,Kasimpaşa SK,Germany
R. Delgado,Defense,74,12000.0,31,178,78,Club Atlético Colón,Argentina
Rony Lopes,Offense,76,2000.0,25,174,68,Olympiacos CFP,Portugal
O. Kanté,Defense,69,4000.0,31,182,81,Paris FC,Guinea
D. Del Fabro,Defense,65,4000.0,26,190,81,Seraing,Italy
S. Janko,Defense,73,9000.0,25,181,83,Real Valladolid CF,Switzerland
Jaimosa Cavaco,Defense,70,9000.0,21,168,60,Juventude,Brazil
N. Lozano,Defense,67,7000.0,27,185,77,Granada CF,Colombia
M. van Ginkel,Defense,76,19000.0,28,186,82,PSV,Netherlands
M. O'Brien,Midfield,47,500.0,18,176,71,Longford Town,Republic of Ireland
Luiz Gustavo,Defense,77,43000.0,33,187,78,Fenerbahçe SK,Brazil
R. Wikström,Defense,55,1000.0,20,186,73,Brøndby IF,Sweden
E. Kwelele,Offense,48,500.0,19,177,74,Dundalk FC,Republic of Ireland
K. Thorstvedt,Midfield,72,11000.0,22,189,84,KRC Genk,Norway
P. Tuszyński,Offense,63,2000.0,31,184,77,Wisła Płock,Poland
Joel Pereira,Defense,67,3000.0,24,178,73,Lech Poznań,Portugal
D. Kurminowski,Offense,62,3000.0,22,182,73,Aarhus GF,Poland
F. Ronstadt,Defense,68,5000.0,23,179,76,SV Darmstadt 98,Germany
Diogo Figueiras,Defense,72,7000.0,30,169,62,Futebol Clube de Famalicão,Portugal
Jesús Ruiz,GoalKeeper,62,1000.0,24,185,77,AD Alcorcón,Spain
F. Bonazzoli,Offense,69,9000.0,24,182,79,US Salernitana 1919,Italy
Matheus Nunes,Midfield,76,12000.0,22,183,74,Sporting CP,Brazil
L. Schlosser,Offense,54,2000.0,20,180,70,SV Ried,Austria
A. Mac Allister,Midfield,75,42000.0,22,174,72,Brighton & Hove Albion,Argentina
A. Šušnjar,Defense,65,1000.0,25,191,81,Macarthur FC,Australia
F. Russo,Defense,71,15000.0,26,185,78,RCD Mallorca,Argentina
José Lara,Midfield,66,5000.0,21,162,60,Real Betis Balompié,Spain
Chen Xiao,Defense,61,2000.0,31,187,79,Hebei FC,China PR
S. Alami,Midfield,62,2000.0,28,169,70,Rapid București,Morocco
B. Wood,Offense,67,4000.0,28,180,79,Real Salt Lake,United States
J. Portillo,Defense,70,5000.0,21,182,75,Unión de Santa Fe,Argentina
O. Lewicki,Defense,69,4000.0,28,171,68,Malmö FF,Sweden
F. Orozco,Offense,65,3000.0,19,168,61,Club Atlético Lanús,Argentina
G. Rojas,Defense,70,7000.0,24,178,68,San Lorenzo de Almagro,Argentina
M. Andújar,GoalKeeper,73,6000.0,37,194,86,Estudiantes de La Plata,Argentina
C. Hérelle,Defense,73,15000.0,28,188,79,Stade Brestois 29,France
P. Erras,Defense,69,11000.0,26,196,87,Holstein Kiel,Germany
Y. Irrazábal,GoalKeeper,69,500.0,33,181,81,Club Atlético Rentistas,Uruguay
L. Nestor,Defense,69,4000.0,32,179,70,Grenoble Foot 38,France
L. Soza,Defense,64,900.0,23,177,74,CD Antofagasta,Chile
R. Finn,Defense,63,850.0,33,185,71,Shamrock Rovers,Republic of Ireland
P. Chavarría,Midfield,72,8000.0,33,185,80,Málaga CF,Argentina
D. Petrić,GoalKeeper,69,9000.0,33,187,80,FC Nantes,Serbia
E. Holt,Defense,57,1000.0,24,185,84,Real Salt Lake,United States
S. Sebulonsen,Defense,62,750.0,21,181,78,Viking FK,Norway
C. Brüls,Midfield,68,6000.0,32,179,74,Sint-Truidense VV,Belgium
J. Nieuwenhuizen,GoalKeeper,51,500.0,17,180,68,Melbourne City FC,Australia
E. Marcondes,Midfield,71,22000.0,26,182,75,AFC Bournemouth,Denmark
N. Stojišić,GoalKeeper,65,1000.0,23,202,90,Vegalta Sendai,Serbia
Rodri Tarín,Defense,70,6000.0,24,182,77,CD Leganés,Spain
J. Lingard,Midfield,79,115000.0,28,175,60,Manchester United,England
M. Holzmann,Defense,65,2000.0,30,174,75,FC Academica Clinceni,Austria
D. Rossi,Offense,76,9000.0,23,170,68,Fenerbahçe SK,Uruguay
A. Belmonte,Defense,65,2000.0,25,185,79,Grenoble Foot 38,France
W. Bogado,Midfield,58,500.0,22,176,73,Club River Plate Asunción,Paraguay
N. Tzanev,GoalKeeper,63,1000.0,24,195,90,AFC Wimbledon,New Zealand
A. Boyle,Defense,63,850.0,30,178,78,Dundalk FC,Republic of Ireland
J. Sand,Offense,75,13000.0,40,182,79,Club Atlético Lanús,Argentina
M. Azeez,Midfield,62,4000.0,18,180,75,Portsmouth,England
D. Meitei,Defense,54,500.0,27,175,65,Kerala Blasters FC,India
David Juncà,Defense,71,8000.0,27,175,67,Girona FC,Spain
Felipe Pires,Offense,70,8000.0,26,178,68,Moreirense FC,Brazil
Jorge Praceira,Defense,73,27000.0,29,180,74,Palmeiras,Brazil
J. Biegański,Defense,64,600.0,18,183,80,Lechia Gdańsk,Poland
Ľ. Šatka,Defense,69,5000.0,25,188,78,Lech Poznań,Slovakia
A. Solari,Midfield,73,19000.0,29,176,70,RC Celta de Vigo,Argentina
C. Aquino,Midfield,69,550.0,29,178,73,Club Cerro Porteño,Argentina
P. Delvalle,Midfield,67,500.0,27,172,70,Club Libertad,Paraguay
A. Odubeko,Offense,60,4000.0,18,182,72,Huddersfield Town,Republic of Ireland
B. Heneghan,Defense,64,2000.0,27,191,79,AFC Wimbledon,England
J. Rinne,GoalKeeper,73,10000.0,28,188,86,Aalborg BK,Sweden
N. Djouahra,Midfield,65,2000.0,21,171,67,Real Sociedad B,France
R. Sallai,Midfield,76,23000.0,24,183,76,Sport-Club Freiburg,Hungary
F. Kastrati,Offense,62,1000.0,29,180,77,Odds BK,Kosovo
Gorka Larrucea,Defense,64,2000.0,28,182,76,SD Amorebieta,Spain
O. Kökçü,Midfield,75,8000.0,20,175,68,Feyenoord,Turkey
L. Melano,Midfield,69,7000.0,28,185,72,Club Atlético Central Córdoba,Argentina
J. Serra,Offense,72,17000.0,23,193,87,DSC Arminia Bielefeld,Germany
T. Morosini,Defense,66,2000.0,29,185,70,AC Monza,Italy
Patrick Luan,Offense,59,4000.0,22,179,78,Örebro SK,Brazil
André André,Midfield,75,11000.0,31,174,70,Vitória de Guimarães,Portugal
K. Manneh,Offense,64,2000.0,26,175,64,Austin FC,United States
M. Köbbing,GoalKeeper,56,3000.0,24,196,90,1. FC Köln,Germany
D. Rivera,Offense,61,650.0,18,178,73,New England Revolution,United States
C. Alexander,Midfield,64,500.0,31,182,71,Kaizer Chiefs,South Africa
C. Harkin,Defense,59,500.0,25,180,75,Derry City,Northern Ireland
R. Crawford,Defense,64,2000.0,27,174,71,Motherwell,Scotland
C. Christie,Defense,71,31000.0,28,188,78,Fulham,Republic of Ireland
M. Vukčević,Defense,63,2000.0,28,183,78,AFC UTA Arad,Montenegro
M. Pedersen,Defense,68,8000.0,24,174,72,FC Augsburg,Denmark
Lee Dong Ryul,Offense,57,1000.0,21,177,66,Jeju United FC,Korea Republic
L. Thomas,Defense,71,32000.0,20,177,68,Leicester City,England
S. Jung,Defense,68,6000.0,31,179,72,Karlsruher SC,Germany
P. Ibáñez,Defense,64,500.0,20,174,67,FBC Melgar,Peru
Leonardo Rocha,Offense,66,4000.0,23,200,92,KAS Eupen,Portugal
K. Rocheteau,Midfield,63,2000.0,27,179,71,USL Dunkerque,France
M. Tsoungui,Defense,58,650.0,18,180,80,FC Lausanne-Sport,Switzerland
J. Gamonal,GoalKeeper,66,900.0,31,180,75,Club de Deportes Cobresal,Chile
A. Disaro,Offense,62,1000.0,25,175,72,Shimizu S-Pulse,Japan
S. Kurt,Midfield,66,6000.0,26,178,72,Adana Demirspor,Germany
Barredo,GoalKeeper,61,500.0,17,177,65,SD Ponferradina,Spain
Lee Dong Kyung,Midfield,70,6000.0,23,175,68,Ulsan Hyundai FC,Korea Republic
Lee Min Gi,Defense,63,1000.0,28,175,71,GwangJu FC,Korea Republic
M. Rog,Defense,74,26000.0,25,180,73,Cagliari,Croatia
E. Sivertsen,Defense,59,750.0,30,179,82,Kristiansund BK,Norway
S. Dewaest,Defense,72,11000.0,30,188,91,Oud-Heverlee Leuven,Belgium
R. Alarcón,Offense,62,500.0,29,176,65,Academia Puerto Cabello,Venezuela
H. Goitom,Offense,67,3000.0,36,189,85,AIK,Eritrea
S. Khelifi,Midfield,65,5000.0,27,173,65,FC Zürich,Tunisia
T. Diagouraga,Defense,64,2000.0,34,188,72,Morecambe,France
C. Benitez,Defense,66,500.0,31,177,75,12 de Octubre FC,Paraguay
F. Stokkers,Offense,66,3000.0,25,186,79,RKC Waalwijk,Netherlands
E. Ruiz,Defense,58,500.0,18,168,63,AC Mineros de Guayana,Venezuela
Pedro Martelo,Offense,61,2000.0,21,190,84,FC Paços de Ferreira,Portugal
F. Tripi,Defense,60,3000.0,19,185,69,Roma,Italy
B. Gibson,Defense,72,23000.0,28,185,78,Norwich City,England
Liberal,Offense,63,1000.0,18,181,73,Gil Vicente FC,Portugal
A. Colassin,Midfield,65,5000.0,20,188,82,RSC Anderlecht,Belgium
R. Pasveer,GoalKeeper,75,8000.0,37,188,88,Ajax,Netherlands
L. Sánchez,Midfield,63,800.0,20,175,76,América de Cali,Colombia
R. Laryea,Defense,71,5000.0,26,175,70,Toronto FC,Canada
S. de Jong,Midfield,69,5000.0,32,185,82,SC Heerenveen,Netherlands
U. Çiftçi,Defense,70,10000.0,29,179,73,Demir Grup Sivasspor,Turkey
S. Mikalsen,Defense,66,2000.0,28,185,81,Lillestrøm SK,Norway
C. Malele,Offense,67,8000.0,27,185,87,Al Tai,Switzerland
D. Kreilach,Defense,74,9000.0,32,186,78,Real Salt Lake,Croatia
Wilson Manafá,Defense,77,13000.0,26,177,69,FC Porto,Portugal
B. Dočkal,Midfield,75,1000.0,32,182,74,AC Sparta Praha,Czech Republic
V. Kaith,GoalKeeper,59,500.0,24,187,78,Chennaiyin FC,India
N. Wimmer,Defense,64,3000.0,26,190,88,SK Austria Klagenfurt,Austria
F. Genç,Defense,61,3000.0,21,180,78,Trabzonspor,Turkey
S. Tibbling,Defense,67,5000.0,26,175,74,Randers FC,Sweden
A. Abrashi,Defense,70,7000.0,31,172,74,Grasshopper Club Zürich,Albania
A. Leya Iseka,Offense,70,22000.0,23,183,82,Barnsley,Belgium
C. Wilkinson,Offense,64,5000.0,26,191,77,Walsall,Republic of Ireland
Meseguer,Defense,66,2000.0,22,184,76,CD Mirandés,Spain
J. van der Meer,Defense,57,700.0,19,183,74,SC Cambuur,Haiti
A. Palić,Midfield,64,2000.0,33,177,73,Campionii FC Arges,Croatia
D. Antolić,Midfield,72,16000.0,30,180,73,Damac FC,Croatia
A. Dziedzic,Midfield,58,500.0,18,185,75,Górnik Zabrze,Poland
Borja García,Midfield,73,11000.0,30,175,72,Girona FC,Spain
Tiago Alves,Midfield,65,2000.0,25,176,72,Piast Gliwice,Portugal
M. Veljković,Defense,73,10000.0,25,188,85,SV Werder Bremen,Serbia
D. Drăguș,Offense,65,4000.0,21,185,79,Standard de Liège,Romania
Y. Ruidíaz,Midfield,57,500.0,19,165,64,Club Universitario de Deportes,Peru
G. Sağlam,Midfield,66,3000.0,23,178,72,Willem II,Turkey
R. Dadashov,Offense,63,13000.0,22,186,81,CD Tondela,Azerbaijan
A. Szczutowski,Offense,57,950.0,20,195,80,PGE FKS Stal Mielec,Poland
T. Mokwa,Defense,63,2000.0,28,182,83,Piast Gliwice,Poland
R. Atkinson,Defense,67,9000.0,22,193,85,Bristol City,England
Choi Jong Hoan,Defense,62,1000.0,33,177,72,Suwon FC,Korea Republic
C. Doucouré,Midfield,75,20000.0,21,180,73,Racing Club de Lens,Mali
B. Roux,Defense,64,1000.0,21,190,77,En Avant de Guingamp,France
Carlos Embaló,Offense,67,5000.0,26,175,72,KAS Eupen,Guinea Bissau
N. Miracco,Offense,60,2000.0,30,175,70,Arsenal de Sarandí,Argentina
J. Locadia,Offense,71,35000.0,27,185,87,Brighton & Hove Albion,Netherlands
Geovani,Offense,63,2000.0,20,181,75,Futebol Clube de Famalicão,Brazil
D. Sánchez,Defense,79,77000.0,25,187,79,Tottenham Hotspur,Colombia
J. Worrall,Defense,72,26000.0,24,190,90,Nottingham Forest,England
S. Kennedy,Defense,66,3000.0,24,193,80,SSV Jahn Regensburg,Canada
F. Delaveris,Offense,59,800.0,20,180,81,SK Brann,Norway
L. Kassi,Midfield,64,1000.0,26,179,74,Stabæk Fotball,Côte d'Ivoire
M. Tamás,Defense,66,3000.0,27,192,74,Śląsk Wrocław,Hungary
T. Pasher,Offense,65,2000.0,27,175,72,Houston Dynamo,Canada
F. Gerometta,Defense,68,4000.0,21,175,72,Gimnasia y Esgrima La Plata,Argentina
D. Redan,Offense,61,6000.0,20,176,76,PEC Zwolle,Netherlands
B. Hines-Ike,Defense,65,4000.0,26,185,77,D.C. United,United States
Eric Curbelo,Defense,70,6000.0,27,179,77,Unión Deportiva Las Palmas,Spain
V. Bayo,Offense,68,9000.0,24,184,82,KAA Gent,Côte d'Ivoire
S. Nsoki,Defense,70,11000.0,22,184,83,Club Brugge KV,France
T. Thompson,Defense,65,2000.0,25,173,71,San Jose Earthquakes,United States
S. Čestić,Defense,67,6000.0,20,192,87,1. FC Köln,Germany
M. Nonnenmacher,Defense,56,500.0,18,180,69,AS Nancy Lorraine,France
R. Germain,Offense,64,1000.0,26,182,75,Yokohama FC,Japan
B. Stambouli,Defense,73,14000.0,30,180,82,Adana Demirspor,France
E. Krafth,Defense,73,28000.0,26,184,83,Newcastle United,Sweden
A. Hakimi,Defense,85,100000.0,22,181,73,Paris Saint-Germain,Morocco
B. Cristante,Defense,78,47000.0,26,186,80,Roma,Italy
N. Tripichio,Defense,68,6000.0,25,175,68,Defensa y Justicia,Argentina
D. Dibusz,GoalKeeper,73,700.0,30,188,81,Ferencvárosi TC,Hungary
A. Matuq,Offense,56,2000.0,18,172,77,Al Shabab,Saudi Arabia
R. Meraz,Defense,60,2000.0,21,180,78,Mazatlán Futbol Club,Mexico
Sidcley,Defense,74,1000.0,28,176,75,PAOK,Brazil
J. Houghton,Defense,64,3000.0,25,183,77,Plymouth Argyle,England
M. Meyerhöfer,Defense,72,15000.0,25,179,74,SpVgg Greuther Fürth,Germany
J. Davidson,Defense,66,3000.0,30,180,72,Melbourne Victory,Australia
J. Knudsen,Defense,69,4000.0,28,187,82,Malmö FF,Denmark
I. Sangaré,Defense,77,15000.0,23,191,77,PSV,Côte d'Ivoire
V. Mannone,GoalKeeper,70,18000.0,33,189,77,AS Monaco,Italy
A. Ugur,Midfield,61,2000.0,20,174,68,Fatih Karagümrük S.K.,Belgium
E. Gularte,Defense,65,2000.0,23,189,83,Puebla FC,Uruguay
Rodrygo,Offense,79,115000.0,20,174,64,Real Madrid CF,Brazil
D. Pereira,Midfield,65,3000.0,22,175,70,Luton Town,England
Wang Zixiang,GoalKeeper,51,1000.0,23,185,75,Shenzhen FC,China PR
T. Palacios,Midfield,66,4000.0,20,165,61,Platense,Argentina
J. Elías,Defense,71,9000.0,25,175,69,San Lorenzo de Almagro,Argentina
O. Horșia,Midfield,64,3000.0,20,172,63,Gaz Metan Mediaş,Romania
D. Șerbănică,Defense,61,1000.0,25,181,76,CS Mioveni,Romania
K. Tsunemoto,Defense,61,1000.0,22,173,64,Kashima Antlers,Japan
C. Styles,Defense,71,17000.0,21,170,60,Barnsley,England
N. Larsen,GoalKeeper,66,3000.0,30,187,83,Silkeborg IF,Denmark
N. Wells,Offense,70,20000.0,31,170,69,Bristol City,Bermuda
D. Novoa,GoalKeeper,67,1000.0,32,186,88,América de Cali,Colombia
F. Magnanelli,Defense,75,19000.0,36,181,79,U.S. Sassuolo Calcio,Italy
T. Kubo,Midfield,75,77000.0,20,173,67,RCD Mallorca,Japan
J. Marulanda,Defense,64,600.0,25,178,72,Atlético Nacional,Colombia
S. Shibata,Defense,57,550.0,20,168,64,Shonan Bellmare,Japan
E. Taşdemir,Defense,69,20000.0,25,176,70,GZT Giresunspor,Turkey
F. Platte,Offense,67,6000.0,25,190,86,SC Paderborn 07,Germany
S. Hendriks,Offense,64,2000.0,26,180,75,SC Cambuur,Netherlands
Y. Kallon,Offense,65,4000.0,20,175,72,Genoa,Sierra Leone
Zhang ZhenQiang,GoalKeeper,60,1000.0,28,188,70,Shijiazhuang Ever Bright F.C.,China PR
S. Cosgrove,Offense,68,9000.0,24,192,82,Shrewsbury Town,England
M. Pazdan,Defense,71,7000.0,33,181,78,Jagiellonia Białystok,Poland
M. John,Defense,67,5000.0,19,184,73,TSG Hoffenheim,Germany
R. Arace,Offense,63,500.0,26,173,72,Aragua Fútbol Club,Venezuela
Rober,Midfield,69,8000.0,20,169,63,Real Betis Balompié,Spain
Y. El Arabi,Offense,79,2000.0,34,182,84,Olympiacos CFP,Morocco
M. Eberwein,Midfield,63,1000.0,25,192,78,Hallescher FC,Germany
E. Reynoso,Midfield,77,10000.0,25,176,67,Minnesota United FC,Argentina
İ. Kahveci,Midfield,75,40000.0,25,176,67,Fenerbahçe SK,Turkey
D. Markey,Midfield,58,500.0,24,172,68,Drogheda United,Republic of Ireland
E. Torres,Defense,64,8000.0,21,177,74,Club Deportivo Guadalajara,Mexico
R. Marchizza,Defense,68,10000.0,23,186,80,Empoli,Italy
E. Karadağ,Offense,56,2000.0,21,174,66,Çaykur Rizespor,Turkey
T. Melia,GoalKeeper,73,4000.0,35,183,93,Sporting Kansas City,United States
L. Mickels,Midfield,64,2000.0,26,178,82,Türkgücü München,Germany
Pep Gayà,Defense,64,4000.0,21,185,74,RCD Mallorca,Spain
B. Shea,Defense,63,2000.0,31,191,86,Inter Miami CF,United States
J. Huyghebaert,Defense,64,2000.0,32,180,72,FC U Craiova 1948,Belgium
E. Arslan,Offense,55,2000.0,19,183,70,SV Darmstadt 98,Germany
S. Velkov,Defense,63,2000.0,24,192,86,MSV Duisburg,Bulgaria
M. Zeegelaar,Defense,72,13000.0,30,186,82,Udinese Calcio,Netherlands
S. Goma,Offense,54,750.0,19,183,73,FC Academica Clinceni,France
J. O'Connell,Defense,76,26000.0,27,191,85,Sheffield United,England
G. Letizia,Defense,73,14000.0,31,173,63,Benevento,Italy
N. Loosli,Defense,67,4000.0,24,186,84,Grasshopper Club Zürich,Switzerland
Yan Dinghao,Midfield,59,3000.0,23,180,74,Guangzhou FC,China PR
F. Miesenböck,Defense,63,3000.0,27,175,65,SK Austria Klagenfurt,Austria
T. Sugeno,GoalKeeper,66,1000.0,37,179,75,Hokkaido Consadole Sapporo,Japan
J. Stansfield,Offense,61,4000.0,18,180,71,Fulham,England
N. Maksimović,Defense,79,30000.0,26,189,78,Getafe CF,Serbia
B. Watson,Defense,65,2000.0,35,181,80,Charlton Athletic,England
R. Højlund,Offense,56,1000.0,18,192,85,F.C. København,Denmark
N. Ohio,Offense,61,1000.0,18,183,85,FK Austria Wien,England
D. Obbekjær,Defense,55,550.0,18,194,87,Odense Boldklub,Denmark
Róber,Defense,73,20000.0,26,182,74,Levante Unión Deportiva,Spain
Ó. Benítez,Midfield,68,6000.0,28,183,80,Atlético Tucumán,Argentina
Li Tixiang,Defense,58,3000.0,31,183,71,Guangzhou City,China PR
E. Koffi,Defense,65,1000.0,26,174,68,Pau FC,Côte d'Ivoire
S. Al Najai,Midfield,67,11000.0,24,176,68,Al Nassr,Saudi Arabia
R. Philippoteaux,Midfield,70,11000.0,33,170,67,Dijon FCO,France
T. James,Defense,63,3000.0,25,180,75,Leyton Orient,Wales
E. Flores,Midfield,70,5000.0,27,170,70,D.C. United,Peru
Pol Llonch,Defense,73,8000.0,28,171,70,Willem II,Spain
S. Spierings,Midfield,69,4000.0,25,187,83,Toulouse Football Club,Netherlands
G. Mastriani,Offense,70,850.0,28,180,76,Barcelona Sporting Club,Uruguay
N. Maynard,Offense,62,2000.0,34,180,70,Tranmere Rovers,England
B. Carabalí,Defense,67,500.0,23,168,68,CS Emelec,Ecuador
Y. Saneto,Defense,63,2000.0,32,179,72,Yokohama F. Marinos,Japan
